call_id,call_datetime,agent_id,country,campaign_id,lead_id,attempt_number,dialer_status,talk_seconds,wrap_seconds,disposition,recording_flag
CALLGSK6L0QRP7,2025-05-29T10:33:20,AG81GX5Y,ZM,CAMPW2PCN9T8,LEADI8WX46QG,1,BUSY,0,0,,Y
CALLETZURBEQZM,2025-05-29T10:36:02,AGVEKT47,UG,CAMPIBLJH75L,LEADJNJD5SLO,1,CONNECTED,10,61,NOT_INTERESTED,Y
CALLSKXNX9F9ID,2025-05-29T10:39:15,AGAXVFGI,KE,CAMPPQK51FPK,LEAD07MERBYE,1,CONNECTED,13,13,NOT_INTERESTED,Y
CALLZR7X8WTK60,2025-05-29T10:39:57,AGP1M2VC,UG,CAMPJ5PHT0HL,LEADFLNCC2AT,1,BUSY,0,0,,Y
CALLOG0AVTK3HR,2025-05-29T10:43:59,AGS7P8AT,KE,CAMPVF1T2TAL,LEADHRUWA032,2,CONNECTED,280,27,OTHER,Y
CALL5ZOBSHO8R3,2025-05-29T10:52:32,AGBXQNQ7,KE,CAMPVF1T2TAL,LEADZMF4V5I2,1,CONNECTED,14,7,CALLBACK,Y
CALL04PD0SI3FI,2025-05-29T11:04:33,AGBVYSIK,GH,CAMP7XVG0FN9,LEADAEJGS5JV,2,CONNECTED,20,8,TECH_ISSUE,Y
CALLEDOHVRJQAY,2025-05-29T11:05:04,AGX5S2U4,ZM,CAMPJIUJV6OH,LEADUM32YP15,2,CONNECTED,194,46,NOT_INTERESTED,Y
CALL794WS7BGU5,2025-05-29T11:10:55,AG3R2DXJ,GH,CAMP7XVG0FN9,LEAD6M5WK3BN,1,RING,0,0,,Y
CALLJIIGD4W4SB,2025-05-29T11:13:46,AGSOAVA6,KE,CAMPLC58DRC1,LEADZZHJY8GY,1,NO_ANSWER,0,0,,Y
CALLRGHXZWE2H7,2025-05-29T11:16:35,AG5H9H4Y,GH,CAMPX1945NQ4,LEAD085RHCJT,1,BUSY,0,0,,Y
CALLGBIZBQTOQC,2025-05-29T11:16:51,AGP1M2VC,UG,CAMPIBLJH75L,LEAD3DZXLRGN,1,NO_ANSWER,0,0,,Y
CALLT1S4E30JP7,2025-05-29T11:20:43,AGX09LPX,KE,CAMPVF1T2TAL,LEADU9WT2YBU,1,CONNECTED,134,6,,Y
CALLGX1HZY6GPP,2025-05-29T12:02:50,AG37A67E,ZM,CAMPJIUJV6OH,LEADS0FB4YPE,2,RING,0,0,,Y
CALLS37KCH9EHN,2025-05-29T12:05:10,AGJAZF74,KE,CAMPLC58DRC1,LEADYTXZA43H,2,CONNECTED,69,22,WRONG_NUMBER,Y
CALLU3QHQKZGTS,2025-05-29T12:09:25,AGC3V8MO,KE,CAMPLC58DRC1,LEAD2P39YL9U,1,CONNECTED,375,24,NOT_INTERESTED,Y
CALLAAIJP8ES5O,2025-05-29T12:11:53,AGJAZF74,KE,CAMPFD0TVBDI,LEADI3AL6EJA,1,CONNECTED,132,26,OTHER,Y
CALL5LOO6N0SNN,2025-05-29T12:44:15,AGYQO89L,ZM,CAMPW2PCN9T8,LEADWRR513BB,1,CONNECTED,218,5,OTHER,N
CALLH3X65W8W3Z,2025-05-29T12:53:35,AGVEKT47,UG,CAMPJ5PHT0HL,LEAD024KWK58,1,NO_ANSWER,0,0,,Y
CALLEAM5CSPM0O,2025-05-29T12:56:09,AGRX9WX1,KE,CAMPFD0TVBDI,LEADTP6QAQ3K,1,NO_ANSWER,0,0,,Y
CALLJRBLB81XHN,2025-05-29T12:58:01,AGIPG6A2,KE,CAMPLC58DRC1,LEAD9SNTP8AK,1,CONNECTED,41,70,NOT_INTERESTED,Y
CALLP9TSPNK234,2025-05-29T12:58:56,AGS7P8AT,KE,CAMPLC58DRC1,LEADGGRMQDZP,2,CONNECTED,67,5,NOT_INTERESTED,Y
CALLTEZP6XL01B,2025-05-29T13:05:08,AG8GX8M8,KE,CAMPPQK51FPK,LEADTZRBZIRJ,1,CONNECTED,82,109,NOT_INTERESTED,Y
CALL9R4SNCF4OG,2025-05-29T13:17:27,AGS7P8AT,KE,CAMPPQK51FPK,LEADO6TQSOR8,1,RING,0,0,,N
CALLZ6JISMIWCH,2025-05-29T13:26:57,AGPCX1AV,ZM,CAMPW2PCN9T8,LEAD8W81AYUA,1,NO_ANSWER,0,0,,N
CALL3V2TQT03YU,2025-05-29T13:40:07,AGNA46N0,GH,CAMP7XVG0FN9,LEADRMJKV5US,1,NO_ANSWER,0,0,,Y
CALLG2MVK02JBG,2025-05-29T14:38:09,AG5HFSH6,KE,CAMPPQK51FPK,LEADDVJFUY0F,1,BUSY,0,0,,N
CALLVZHHV6K68P,2025-05-29T14:53:34,AGYQO89L,ZM,CAMPW2PCN9T8,LEADVR79YT1S,2,CONNECTED,16,26,WRONG_NUMBER,Y
CALL28KXOSJVSV,2025-05-29T15:09:57,AGGRRQ01,UG,CAMPIBLJH75L,LEADC8UYO57P,3,CONNECTED,176,5,NOT_INTERESTED,N
CALLPXAXUJBLOR,2025-05-29T15:17:38,AGO1XQOV,KE,CAMPFD0TVBDI,LEAD84VF1618,1,BUSY,0,0,,Y
CALLBF5UXDLTH6,2025-05-29T15:24:44,AGIPG6A2,ZM,CAMPJIUJV6OH,LEAD7X7B7P9J,1,ABANDONED,0,0,,Y
CALL9VFWODAG6Z,2025-05-29T16:33:47,AGB2RH73,ZM,CAMPJIUJV6OH,LEADY7DV7C9H,1,NO_ANSWER,0,0,,Y
CALLX1CXU3LX9C,2025-05-29T16:33:47,AGZYKBB5,UG,CAMPJ5PHT0HL,LEAD8LLRB7DF,2,CONNECTED,49,24,WRONG_NUMBER,Y
CALLE1FO92QO30,2025-05-29T16:37:20,AG6D6SUZ,ZM,CAMPJIUJV6OH,LEADOFY6452H,1,NO_ANSWER,0,0,,Y
CALL7Z9MSY7AZU,2025-05-29T17:02:04,AGQMBBXD,UG,CAMPIBLJH75L,LEADO0LLJ8YR,1,CONNECTED,90,86,NOT_INTERESTED,Y
CALLHTJ0G2FJJF,2025-05-29T17:29:11,AGGJN567,GH,CAMPX1945NQ4,LEAD0YQZDUBB,2,CONNECTED,38,45,CALLBACK,Y
CALLV2SPMTKBS3,2025-05-29T17:39:04,AGAXVFGI,KE,CAMPXEPQ85JS,LEADLUCLLE4A,1,NO_ANSWER,0,0,,Y
CALLS4YE45TE3P,2025-05-29T17:42:31,AG3H93SI,ZM,CAMPW2PCN9T8,LEAD89ERRYE1,1,NO_ANSWER,0,0,,Y
CALLTJLLE6F7PP,2025-05-29T17:48:20,AG2NAFH6,ZM,CAMPW2PCN9T8,LEAD3S18WK50,1,RING,0,0,,Y
CALL2OO5NU9QRK,2025-05-29T17:53:12,AG9ZQNKY,UG,CAMPIBLJH75L,LEADRC4R6S34,1,BUSY,0,0,,Y
CALLDE8WA2J0M8,2025-05-29T18:06:54,AG8GX8M8,KE,CAMPXEPQ85JS,LEADA7YJ8HQD,2,NO_ANSWER,0,0,,Y
CALLLXV8QIQ7UV,2025-05-29T18:48:19,AG5115ZG,GH,CAMP4V30T9NT,LEADY4WPWG3X,1,NO_ANSWER,0,0,,Y
CALLLAZTYG10XN,2025-05-29T19:23:17,AG5H9H4Y,GH,CAMP7XVG0FN9,LEAD5P1V3ZO7,3,CONNECTED,195,18,NOT_INTERESTED,Y
CALLK5N9S7CE0X,2025-05-29T19:24:42,AGHV163D,KE,CAMPPQK51FPK,LEADKHG4G7NI,1,NO_ANSWER,0,0,,Y
CALLTGYP2O4SCI,2025-05-29T19:40:49,AG1QOOHF,KE,CAMPFD0TVBDI,LEADE3YQY5FU,1,NO_ANSWER,0,0,,Y
CALLSQTIIKZFHH,2025-05-29T19:42:45,AG26XPJ2,GH,CAMP4V30T9NT,LEADHT8XKODY,1,CONNECTED,170,5,WRONG_NUMBER,Y
CALLI6ZBVQ8L1S,2025-05-29T19:43:14,AG59SHE9,GH,CAMP7XVG0FN9,LEAD87XW69HZ,1,CONNECTED,127,7,WRONG_NUMBER,Y
CALL98EEZDMSRQ,2025-05-29T19:54:16,AGJZTRHX,UG,CAMPIBLJH75L,LEADQNPCENLK,1,ABANDONED,0,0,,Y
CALLQNVY4H03B2,2025-05-29T19:57:33,AGXTB80U,UG,CAMPIBLJH75L,LEADX9BOBCD1,1,CONNECTED,95,5,WRONG_NUMBER,N
CALLQSHZK9V1DS,2025-05-29T20:05:02,AG9ZQNKY,GH,CAMP7XVG0FN9,LEAD2QB6GS8G,1,BUSY,0,0,,Y
CALLM1O695ITDN,2025-05-29T20:08:08,AGGPP3SU,GH,CAMP4V30T9NT,LEADLDQLQ1WM,1,ABANDONED,0,0,,Y
CALLZJHS8V24CP,2025-05-29T20:16:23,AGV1FFOF,GH,CAMP4V30T9NT,LEADYNTL2UG0,1,NO_ANSWER,0,0,,Y
CALL4SYSAVA730,2025-05-29T20:36:12,AGQ9Y4YZ,UG,CAMPIBLJH75L,LEADHK94W6WU,1,NO_ANSWER,0,0,,Y
CALLAD0H8KW3FM,2025-05-29T20:47:12,AG29EUQ3,ZM,CAMPJIUJV6OH,LEAD0Q2VCIEO,1,BUSY,0,0,,Y
CALLQ8L47AWR9M,2025-05-29T21:12:15,AGXTB80U,GH,CAMPX1945NQ4,LEADQB166XTF,1,CONNECTED,10,23,NOT_INTERESTED,Y
CALLY0WJE3GH40,2025-05-29T21:13:20,AGYFTXDX,UG,CAMPJ5PHT0HL,LEADPO1QMUTW,1,NO_ANSWER,0,0,,Y
CALLCOD3YLIB47,2025-05-29T21:17:43,AGNA46N0,GH,CAMP7XVG0FN9,LEADGBASF5EH,1,NO_ANSWER,0,0,,Y
CALL80VCL7LR1K,2025-05-29T21:23:28,AG2NAFH6,ZM,CAMPJIUJV6OH,LEADJAXNHRC4,1,RING,0,0,,Y
CALLUHQ86DXQ6P,2025-05-29T21:26:08,AG53A8B5,KE,CAMPFD0TVBDI,LEADD2QE4PA8,1,CONNECTED,128,73,CALLBACK,N
CALL28XEHZ4X4Q,2025-05-29T21:29:19,AGE1KLYR,GH,CAMP4V30T9NT,LEADYBEDRV5I,1,NO_ANSWER,0,0,,Y
CALL0P5EDJEU4V,2025-05-29T21:41:10,AGP62LTG,GH,CAMP7XVG0FN9,LEAD2V31IQFG,1,ABANDONED,0,0,,Y
CALLWAJVICKKKS,2025-05-29T21:50:23,AGO7NQR3,GH,CAMP4V30T9NT,LEADXMFH5E8F,1,BUSY,0,0,,Y
CALLX3QKKAE09G,2025-05-29T22:01:20,AGJAZF74,ZM,CAMPW2PCN9T8,LEADOB7I77DP,2,NO_ANSWER,0,0,,Y
CALLEKFHN1241R,2025-05-29T22:09:21,AGBVYSIK,GH,CAMPX1945NQ4,LEADSUUDQFJ6,1,ABANDONED,0,0,,Y
CALLUTTICDPAYP,2025-05-29T22:41:23,AGVEKT47,UG,CAMPJ5PHT0HL,LEADX8SYLEMR,1,CONNECTED,59,11,CALLBACK,N
CALLWZ9B0L988A,2025-05-29T22:57:31,AGFOL4VF,ZM,CAMPJIUJV6OH,LEADAV3G6099,1,BUSY,0,0,,Y
CALLO68U4ASW4O,2025-05-29T23:18:18,AG3H93SI,ZM,CAMPJIUJV6OH,LEADLIZL08YG,1,NO_ANSWER,0,0,,Y
CALL7YYKL4RFQC,2025-05-29T23:18:28,AGKDM6Z6,ZM,CAMPW2PCN9T8,LEAD978V0BJW,1,CONNECTED,180,8,TECH_ISSUE,Y
CALLLMYK50PY7R,2025-05-29T23:35:02,AGSOAVA6,KE,CAMPFD0TVBDI,LEADUA3AIPJI,1,NO_ANSWER,0,0,,Y
CALLJST3H2VXR8,2025-05-29T23:41:39,AG7ZJC7R,GH,CAMP4V30T9NT,LEADERTQHNOL,2,CONNECTED,73,5,CALLBACK,Y
CALLYRAFPOFYUM,2025-05-29T23:45:46,AGJNJ0KX,ZM,CAMPJIUJV6OH,LEADN2ATQYYV,1,NO_ANSWER,0,0,,Y
CALLM6WO487WQU,2025-05-29T23:46:37,AGBVYSIK,KE,CAMPLC58DRC1,LEADO87F00TE,1,NO_ANSWER,0,0,,N
CALL0ODOR9AACI,2025-05-29T23:52:22,AGQ9Y4YZ,UG,CAMPJ5PHT0HL,LEADGBMFBUVL,1,NO_ANSWER,0,0,,Y
CALLUTZEIFU43U,2025-05-30T00:10:55,AGQ9Y4YZ,UG,CAMPJ5PHT0HL,LEAD1ONX0GU4,3,NO_ANSWER,0,0,,Y
CALL5STQTME91W,2025-05-30T00:14:19,AGFOL4VF,ZM,CAMPW2PCN9T8,LEAD75RMG7F9,1,CONNECTED,237,11,TECH_ISSUE,Y
CALLY51WTM7XL8,2025-05-30T00:33:10,AG7ZJC7R,GH,CAMP4V30T9NT,LEADZ6US7RP4,1,NO_ANSWER,0,0,,Y
CALLG6JGACKW58,2025-05-30T00:47:02,AGVRO5X1,ZM,CAMPW2PCN9T8,LEADGU65S6Y5,1,BUSY,0,0,,Y
CALLJ1WSFDIB0S,2025-05-30T01:02:49,AG69XP7S,KE,CAMPPQK51FPK,LEADLPDIXCVT,1,CONNECTED,58,17,CALLBACK,Y
CALLOY0GM70BO3,2025-05-30T01:30:09,AGQI80KA,GH,CAMP4V30T9NT,LEAD3N3BZT9D,1,NO_ANSWER,0,0,,Y
CALLX7G3NDXR03,2025-05-30T01:34:10,AGAXVFGI,KE,CAMPVF1T2TAL,LEADILRZQ8BX,1,NO_ANSWER,0,0,,Y
CALLREHL6XQRIA,2025-05-30T01:43:30,AGP1M2VC,UG,CAMPJ5PHT0HL,LEAD3DZQQ5EB,1,NO_ANSWER,0,0,,Y
CALLFI1KT46HNV,2025-05-30T02:00:10,AGLW3ZFE,KE,CAMPPQK51FPK,LEADV917RMPN,1,NO_ANSWER,0,0,,Y
CALLIF3ZONS9E5,2025-05-30T02:08:21,AGSOAVA6,KE,CAMPFD0TVBDI,LEAD3ACZSX0G,1,ABANDONED,0,0,,N
CALL2HUHR0E2J2,2025-05-30T02:36:58,AGFOL4VF,ZM,CAMPW2PCN9T8,LEADEPPOLG5T,1,NO_ANSWER,0,0,,Y
CALLC5R0JXXVYG,2025-05-30T02:37:56,AG5HFSH6,KE,CAMPXEPQ85JS,LEADZ4QT7ZVN,1,NO_ANSWER,0,0,,Y
CALLJ2B9E5XZ4M,2025-05-30T03:02:22,AGZTI89U,UG,CAMPIBLJH75L,LEADAIH7WFRA,1,CONNECTED,87,10,CALLBACK,N
CALLWRIKHKOG95,2025-05-30T03:13:35,AGZPEUWD,KE,CAMPFD0TVBDI,LEADERP0IV1T,1,RING,0,0,,Y
CALL98UNCQS651,2025-05-30T03:14:33,AGAWRHQS,UG,CAMPIBLJH75L,LEADQE3RZSJ4,1,NO_ANSWER,0,0,,N
CALLRG2KTAAJHK,2025-05-30T03:20:43,AG80ZWVH,KE,CAMPFD0TVBDI,LEADHHEQXIEE,2,NO_ANSWER,0,0,,Y
CALLTSZR78OAK1,2025-05-30T03:39:14,AG37A67E,ZM,CAMPJIUJV6OH,LEADX1KKC1XI,1,ABANDONED,0,0,,Y
CALLFWSJ62MA63,2025-05-30T03:56:24,AGO1XQOV,KE,CAMPPQK51FPK,LEAD6XVAJ2K8,1,CONNECTED,221,65,NOT_INTERESTED,Y
CALLOHLO3S8P7R,2025-05-30T04:19:25,AGVRO5X1,ZM,CAMPW2PCN9T8,LEADAWJGQU6H,2,CONNECTED,126,46,OTHER,Y
CALL946KHQS4OJ,2025-05-30T04:22:12,AGKDM6Z6,ZM,CAMPW2PCN9T8,LEAD5RC6ZS62,3,NO_ANSWER,0,0,,Y
CALL0PNOKQZL07,2025-05-30T04:43:06,AGN385C6,UG,CAMPJ5PHT0HL,LEAD0QZSA7YV,2,NO_ANSWER,0,0,,Y
CALL6JRV6XKV59,2025-05-30T04:45:03,AGYVKP6E,KE,CAMPLC58DRC1,LEADJ21TELO9,2,NO_ANSWER,0,0,,Y
CALLD3P22LECVQ,2025-05-30T05:24:22,AGYQO89L,ZM,CAMPJIUJV6OH,LEAD1TJOHPJF,2,NO_ANSWER,0,0,,Y
CALLUAI0JPPYR6,2025-05-30T05:57:00,AGKHYB0R,ZM,CAMPJIUJV6OH,LEADIJC1YDMT,1,RING,0,0,,Y
CALLPT2XIWFCCK,2025-05-30T05:58:48,AGPUZHHO,ZM,CAMPW2PCN9T8,LEAD8PW5K0JJ,1,NO_ANSWER,0,0,,Y
CALLXQHKM0KJ5G,2025-05-30T06:03:57,AG80ZWVH,UG,CAMPIBLJH75L,LEADPDTZ91X7,1,CONNECTED,11,56,NOT_INTERESTED,Y
CALL8S0I7KXS8F,2025-05-30T06:07:49,AGGRRQ01,GH,CAMPX1945NQ4,LEAD8XKV4VTC,2,CONNECTED,64,10,CALLBACK,Y
CALLKPYAYO8NJF,2025-05-30T06:13:55,AGUNPU4E,UG,CAMPJ5PHT0HL,LEADR6MQW767,2,NO_ANSWER,0,0,,Y
CALLJS4LRYFI50,2025-05-30T06:15:29,AGNA46N0,GH,CAMP4V30T9NT,LEADNXXMS3RA,1,BUSY,0,0,,Y
CALL8SM0D48EGJ,2025-05-30T06:28:44,AGQ9Y4YZ,UG,CAMPJ5PHT0HL,LEAD92Y8LZ8C,2,RING,0,0,,N
CALLMG5OPK0PYF,2025-05-30T06:36:45,AGB2RH73,ZM,CAMPJIUJV6OH,LEADYME6PSRB,1,NO_ANSWER,0,0,,Y
CALLMKCNI8B05Q,2025-05-30T06:39:19,AGIT6YA0,KE,CAMPLC58DRC1,LEADCW790PDW,1,CONNECTED,13,33,,Y
CALLDFI1ELNQOP,2025-05-30T07:00:40,AGBVYSIK,GH,CAMPX1945NQ4,LEAD6V3RZKDU,1,ABANDONED,0,0,,Y
CALLSTIMCMGMFM,2025-05-30T07:57:08,AGQUILTE,UG,CAMPIBLJH75L,LEAD58E7428Y,1,BUSY,0,0,,Y
CALLI24K2ETABS,2025-05-30T07:58:06,AGIT6YA0,KE,CAMPXEPQ85JS,LEADQCYH207X,1,BUSY,0,0,,Y
CALLMUIZ4T6YY5,2025-05-30T08:06:48,AGHJQMQU,KE,CAMPXEPQ85JS,LEADPSQZN7XB,1,NO_ANSWER,0,0,,Y
CALLFFCA9E8IEU,2025-05-30T08:22:57,AGS7P8AT,KE,CAMPVF1T2TAL,LEADHW0BUPMT,1,CONNECTED,35,31,NOT_INTERESTED,Y
CALLBGN0FBUYE8,2025-05-30T08:30:34,AG8BZBO3,GH,CAMPX1945NQ4,LEADG0ATCBRL,1,ABANDONED,0,0,,Y
CALLZDVC87JKKS,2025-05-30T08:31:10,AGHJQMQU,KE,CAMPPQK51FPK,LEADDZRHTTQA,1,NO_ANSWER,0,0,,Y
CALL6RIEZGI6JX,2025-05-30T08:31:42,AGNA46N0,GH,CAMP4V30T9NT,LEADDXTAD1IO,1,CONNECTED,325,31,NOT_INTERESTED,Y
CALLYLXTR0N8FX,2025-05-30T08:36:55,AGN8Z79N,GH,CAMP7XVG0FN9,LEADLXPOUV75,1,CONNECTED,394,30,OTHER,Y
CALLROIEH9B1Y0,2025-05-30T09:03:06,AGO1XQOV,KE,CAMPLC58DRC1,LEADDCA75LD7,1,CONNECTED,240,85,NOT_INTERESTED,Y
CALLNVCI5KECGX,2025-05-30T09:36:20,AG53A8B5,KE,CAMPFD0TVBDI,LEADUFHW8WLV,1,CONNECTED,303,20,TECH_ISSUE,Y
CALLE3HK3LQEXR,2025-05-30T09:53:12,AGO1XQOV,KE,CAMPVF1T2TAL,LEAD08VYDWOX,1,RING,0,0,,Y
CALLDLRMB2UN3A,2025-05-30T09:53:53,AGSOAVA6,KE,CAMPFD0TVBDI,LEADSO03W2MR,1,BUSY,0,0,,Y
CALL8KBVBT1SF6,2025-05-30T10:51:13,AGLSXJXR,ZM,CAMPW2PCN9T8,LEADJSXFOH9M,2,CONNECTED,154,53,CALLBACK,Y
CALLNRQG74DR46,2025-05-30T10:59:32,AGZTI89U,UG,CAMPJ5PHT0HL,LEAD5802XVXI,1,CONNECTED,59,36,NOT_INTERESTED,Y
CALLI44BDGG7PV,2025-05-30T11:00:08,AGO6XT8O,GH,CAMP7XVG0FN9,LEADDDVXKKXO,1,CONNECTED,35,57,CALLBACK,Y
CALL503PDDXIO3,2025-05-30T11:15:48,AGYK7E31,GH,CAMPX1945NQ4,LEADO0PQCLPO,1,NO_ANSWER,0,0,,Y
CALLS1BFQ8FM81,2025-05-30T11:47:36,AGQI80KA,KE,CAMPFD0TVBDI,LEADDSONKK1J,1,NO_ANSWER,0,0,,N
CALLNRDYKE08H4,2025-05-30T11:49:48,AGJZTRHX,UG,CAMPIBLJH75L,LEAD8G1A0774,2,CONNECTED,15,15,NOT_INTERESTED,Y
CALL6N321QA1DW,2025-05-30T11:56:34,AGFASEMU,UG,CAMPJ5PHT0HL,LEADKPQAHCUA,3,CONNECTED,40,24,CALLBACK,Y
CALL61UM04ACC7,2025-05-30T12:00:53,AG81GX5Y,ZM,CAMPW2PCN9T8,LEADYFAI6YR8,1,CONNECTED,157,99,CALLBACK,Y
CALLZ4CFDKQUCI,2025-05-30T12:06:20,AGABCZ7E,GH,CAMP7XVG0FN9,LEADD9ER94TE,1,NO_ANSWER,0,0,,Y
CALLELD520HH28,2025-05-30T12:11:32,AGHV163D,UG,CAMPIBLJH75L,LEAD5TXC066O,1,CONNECTED,43,37,NOT_INTERESTED,Y
CALLFB47G51M92,2025-05-30T12:29:08,AGJAZF74,GH,CAMP4V30T9NT,LEADA5XIN9DL,2,RING,0,0,,Y
CALLLHCQXM3VOH,2025-05-30T12:36:21,AGKDM6Z6,ZM,CAMPJIUJV6OH,LEAD9XRWNNVG,2,NO_ANSWER,0,0,,Y
CALLMTX2NT5ZIZ,2025-05-30T12:41:05,AGVAD5MA,UG,CAMPJ5PHT0HL,LEADWYPEEK03,1,CONNECTED,61,8,CALLBACK,Y
CALLX2GI2HUPLQ,2025-05-30T12:48:37,AGYK7E31,GH,CAMP4V30T9NT,LEADBQZRWJXL,1,CONNECTED,154,43,NOT_INTERESTED,Y
CALLE4PMN0N64B,2025-05-30T12:54:33,AG456H95,ZM,CAMPW2PCN9T8,LEADCL12S67J,1,NO_ANSWER,0,0,,Y
CALL8O5LDV68DV,2025-05-30T13:07:58,AGYVKP6E,KE,CAMPFD0TVBDI,LEADPW105UVQ,1,NO_ANSWER,0,0,,Y
CALL1ZDNQSAMCT,2025-05-30T13:13:00,AGYVKP6E,KE,CAMPXEPQ85JS,LEADM9IF826B,2,CONNECTED,108,142,NOT_INTERESTED,Y
CALLLY16M1M2DJ,2025-05-30T13:42:29,AGVRO5X1,ZM,CAMPJIUJV6OH,LEADGCT2XFDZ,1,CONNECTED,10,27,NOT_INTERESTED,Y
CALLUI7J7GTFAV,2025-05-30T13:55:10,AGGJN567,GH,CAMPX1945NQ4,LEAD5RGSG6A8,1,NO_ANSWER,0,0,,Y
CALLD8E8O2V9WQ,2025-05-30T14:46:11,AG59SHE9,GH,CAMPX1945NQ4,LEADKLQBXXA5,1,CONNECTED,38,34,TECH_ISSUE,Y
CALLZBP6XSMWD0,2025-05-30T15:12:07,AGIPG6A2,ZM,CAMPW2PCN9T8,LEAD1TJOHPJF,1,NO_ANSWER,0,0,,Y
CALLIVPRTP44IA,2025-05-30T15:30:47,AGYK7E31,GH,CAMP7XVG0FN9,LEADTSPYA2OT,1,NO_ANSWER,0,0,,Y
CALLMJ3Z7W7N0S,2025-05-30T15:47:52,AGQMBBXD,UG,CAMPJ5PHT0HL,LEADNNJ5RXC4,1,NO_ANSWER,0,0,,Y
CALL8XQ4JLRGP5,2025-05-30T15:51:55,AGX7X8W4,UG,CAMPIBLJH75L,LEADFDHA6GH7,1,NO_ANSWER,0,0,,Y
CALL7UFGFLIYXZ,2025-05-30T15:53:39,AG3X9DW7,UG,CAMPIBLJH75L,LEADHDIU1JTK,1,NO_ANSWER,0,0,,Y
CALLZEQ3MN9X6G,2025-05-30T16:02:16,AGPUZHHO,ZM,CAMPW2PCN9T8,LEADL131V0UP,2,NO_ANSWER,0,0,,Y
CALLYEHEPJ9JW0,2025-05-30T16:07:37,AGX7X8W4,ZM,CAMPW2PCN9T8,LEADORBT6SAP,2,ABANDONED,0,0,,Y
CALL9KQQB16SIP,2025-05-30T16:20:50,AG3H93SI,ZM,CAMPW2PCN9T8,LEADDIM28AQW,1,NO_ANSWER,0,0,,Y
CALLAX2QO3NQYO,2025-05-30T16:52:43,AG37A67E,ZM,CAMPJIUJV6OH,LEAD4P4JWR3X,1,RING,0,0,,Y
CALLEDPARKGL9U,2025-05-30T17:02:44,AGZAQ3UZ,UG,CAMPIBLJH75L,LEADIZ4JQI55,1,NO_ANSWER,0,0,,Y
CALLY3B338UWLQ,2025-05-30T17:31:19,AGFBF4FK,UG,CAMPIBLJH75L,LEADRS210Q2L,1,CONNECTED,142,29,SALE,Y
CALLSSJQKP9CMB,2025-05-30T17:42:20,AGUNPU4E,UG,CAMPJ5PHT0HL,LEADYQBVTDG3,1,CONNECTED,121,17,SALE,Y
CALLYCFVP1XNKV,2025-05-30T17:49:22,AGX5S2U4,ZM,CAMPW2PCN9T8,LEADKLV69EOX,1,CONNECTED,467,153,CALLBACK,Y
CALL98HDKY5M61,2025-05-30T17:49:26,AG6D6SUZ,UG,CAMPIBLJH75L,LEADR9CFWOW7,1,CONNECTED,432,20,WRONG_NUMBER,Y
CALLJ2HV4N4RQK,2025-05-30T18:01:42,AGIMNSCH,KE,CAMPVF1T2TAL,LEADOY7RP0AG,1,CONNECTED,10,115,NOT_INTERESTED,Y
CALLFC7R77KWKQ,2025-05-30T18:11:55,AGGV3WAG,KE,CAMPPQK51FPK,LEADZEEDHHJS,1,CONNECTED,17,27,NOT_INTERESTED,Y
CALL0MDD0HTJH7,2025-05-30T18:19:36,AGGJN567,GH,CAMPX1945NQ4,LEADUEV3C3J5,1,CONNECTED,110,12,SALE,Y
CALLNP9E3JASG5,2025-05-30T18:22:55,AG5HFSH6,KE,CAMPXEPQ85JS,LEADB3YYM33M,1,NO_ANSWER,0,0,,Y
CALLS8PKVDALWG,2025-05-30T19:18:16,AGNVMO1O,GH,CAMP4V30T9NT,LEADIHX74D0G,1,CONNECTED,206,19,SALE,Y
CALLR5E7BCQQO7,2025-05-30T19:29:42,AGO6XT8O,GH,CAMPX1945NQ4,LEADZ6US7RP4,1,ABANDONED,0,0,,Y
CALL98UFQAU5SE,2025-05-30T19:29:46,AG8Y3ON2,UG,CAMPIBLJH75L,LEADVL9RZ4D4,3,NO_ANSWER,0,0,,Y
CALLKVACHKLPM2,2025-05-30T19:37:44,AGZAQ3UZ,UG,CAMPIBLJH75L,LEAD1MS4TSRW,1,NO_ANSWER,0,0,,Y
CALLPLQ4W7JUGK,2025-05-30T19:42:15,AGN8Z79N,ZM,CAMPJIUJV6OH,LEADUN91FY6Y,1,CONNECTED,94,5,CALLBACK,Y
CALLHMQDMJ9IXS,2025-05-30T19:55:02,AG59SHE9,GH,CAMP4V30T9NT,LEADA45HVGOX,2,CONNECTED,33,8,OTHER,Y
CALLJ6SC3LFQGH,2025-05-30T20:05:10,AG8Y3ON2,KE,CAMPLC58DRC1,LEADBVH2VFT6,1,RING,0,0,,Y
CALL730WRIS3OD,2025-05-30T20:25:11,AGV1FFOF,GH,CAMP7XVG0FN9,LEADBQ4UA9N1,1,NO_ANSWER,0,0,,Y
CALLNDVGNIC62P,2025-05-30T20:26:40,AGZAQ3UZ,KE,CAMPLC58DRC1,LEAD4FDD7R19,1,NO_ANSWER,0,0,,Y
CALL8DLD7M1DNF,2025-05-30T20:34:08,AGVRO5X1,KE,CAMPPQK51FPK,LEAD6Z1B98VW,1,BUSY,0,0,,Y
CALLZ9K8P8MGPS,2025-05-30T20:55:52,AGG7V6TV,UG,CAMPIBLJH75L,LEADMY4IQZ6D,1,CONNECTED,119,5,OTHER,Y
